level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	39	1	1	1	321	3196	178	85	8	[s+
5	1	39	1	1	2	1775	3218	117	41	44	ne
5	1	39	1	1	3	1972	3230	143	22	94	HOW
5	1	39	1	1	4	2131	3230	177	22	95	MUCH
5	1	39	1	1	5	2328	3230	124	22	95	GAS
5	1	39	1	1	6	2470	3230	100	22	95	DID
5	1	39	1	1	7	2590	3230	12	22	94	I
5	1	39	1	1	8	2625	3230	150	22	95	USE?
4	1	39	1	2	0	745	3244	1133	39	-1	
5	1	39	1	2	1	745	3253	175	23	95	WHAT
5	1	39	1	2	2	939	3253	82	23	96	DO
5	1	39	1	2	3	1044	3253	12	23	81	I
5	1	39	1	2	4	1077	3253	167	23	95	OWE?
5	1	39	1	2	5	1791	3244	87	39	59	ni)
2	1	40	0	0	0	469	3305	931	26	-1	
3	1	40	1	0	0	469	3305	931	26	-1	
4	1	40	1	1	0	469	3305	931	26	-1	
5	1	40	1	1	1	469	3305	155	26	95	Billing
5	1	40	1	1	2	644	3305	159	20	94	Period
5	1	40	1	1	3	819	3305	87	26	95	May
5	1	40	1	1	4	918	3305	60	23	63	07,
5	1	40	1	1	5	992	3305	103	20	93	2020
5	1	40	1	1	6	1110	3316	14	3	90	-
5	1	40	1	1	7	1135	3305	74	20	93	Jun
5	1	40	1	1	8	1223	3305	60	23	93	05,
5	1	40	1	1	9	1299	3305	101	20	93	2020
2	1	41	0	0	0	1799	3357	818	164	-1	
3	1	41	1	0	0	1805	3357	332	24	-1	
4	1	41	1	1	0	1805	3357	332	24	-1	
5	1	41	1	1	1	1805	3357	137	19	73	Meter
5	1	41	1	1	2	1952	3357	185	24	67	Reading
3	1	41	2	0	0	1799	3427	818	87	-1	
4	1	41	2	1	0	1799	3427	818	22	-1	
5	1	41	2	1	1	1799	3427	134	18	95	Meter
5	1	41	2	1	2	1948	3427	191	18	93	Number:
5	1	41	2	1	3	2435	3428	182	21	96	3435850
4	1	41	2	2	0	1799	3455	758	35	-1	
5	1	41	2	2	1	1799	3455	243	35	95	Estimated:
5	1	41	2	2	2	2438	3462	119	21	96	11183
4	1	41	2	3	0	1799	3486	762	35	-1	
5	1	41	2	3	1	1799	3486	208	35	96	Previous:
5	1	41	2	3	2	2438	3493	123	21	96	11044
2	1	42	0	0	0	786	3535	307	18	-1	
3	1	42	1	0	0	786	3535	307	18	-1	
4	1	42	1	1	0	786	3535	307	18	-1	
5	1	42	1	1	1	786	3535	114	18	83	Total
5	1	42	1	1	2	914	3535	179	18	95	Amount
2	1	43	0	0	0	688	3568	2248	142	-1	
3	1	43	1	0	0	688	3568	2248	134	-1	
4	1	43	1	1	0	688	3568	2248	68	-1	
5	1	43	1	1	1	688	3568	103	67	0	*4
5	1	43	1	1	2	811	3580	375	56	0	26.75
5	1	43	1	1	3	1976	3600	87	19	47	vou
5	1	43	1	1	4	2077	3600	110	19	32	usest
5	1	43	1	1	5	2631	3600	99	19	63	wes
5	1	43	1	1	6	2742	3600	101	19	40	cose
5	1	43	1	1	7	2854	3604	82	20	40	wow
4	1	43	1	2	0	790	3658	2138	52	-1	
5	1	43	1	2	1	790	3664	122	24	85	(Taxes
5	1	43	1	2	2	922	3664	165	24	72	inciuded)
5	1	43	1	2	3	1960	3670	249	32	6	140rnns—
5	1	43	1	2	4	2645	3658	27	52	35	te
5	1	43	1	2	5	2680	3670	17	32	73	|
5	1	43	1	2	6	2709	3670	219	32	77	26.75
2	1	44	0	0	0	772	3701	2267	51	-1	
3	1	44	1	0	0	772	3701	2267	51	-1	
4	1	44	1	1	0	772	3701	325	18	-1	
5	1	44	1	1	1	772	3701	249	18	76	Withdrawn
5	1	44	1	1	2	1035	3701	62	18	91	On
4	1	44	1	2	0	789	3720	2250	32	-1	
5	1	44	1	2	1	789	3726	84	18	57	Jun
5	1	44	1	2	2	887	3726	66	23	93	29,
5	1	44	1	2	3	970	3726	111	18	96	2020
5	1	44	1	2	4	1803	3732	182	20	93	approx.
5	1	44	1	2	5	1999	3726	169	21	52	4.67m
5	1	44	1	2	6	2182	3732	81	20	95	per
5	1	44	1	2	7	2273	3726	91	26	94	day
5	1	44	1	2	8	2530	3732	184	20	88	approx.
5	1	44	1	2	9	2726	3720	117	27	81	*4.23
5	1	44	1	2	10	2858	3732	82	20	96	per
5	1	44	1	2	11	2950	3726	89	26	96	day
2	1	45	0	0	0	1847	3835	331	25	-1	
3	1	45	1	0	0	1847	3835	331	25	-1	
4	1	45	1	1	0	1847	3835	331	25	-1	
5	1	45	1	1	1	1831	3831	88	35	94	Did
5	1	45	1	1	2	1921	3831	95	35	94	you
5	1	45	1	1	3	2015	3831	167	35	66	know?
2	1	46	0	0	0	634	3915	1758	54	-1	
3	1	46	1	0	0	634	3915	1758	54	-1	
4	1	46	1	1	0	634	3915	548	24	-1	
5	1	46	1	1	1	634	3915	189	24	94	Charges
5	1	46	1	1	2	836	3915	63	18	93	for
5	1	46	1	1	3	912	3915	165	18	94	Natural
5	1	46	1	1	4	1093	3915	89	18	95	Gas
4	1	46	1	2	0	1785	3945	607	24	-1	
5	1	46	1	2	1	1785	3945	85	19	95	Your
5	1	46	1	2	2	1880	3950	148	19	95	average
5	1	46	1	2	3	2038	3945	83	24	95	daily
5	1	46	1	2	4	2133	3950	64	14	94	use
5	1	46	1	2	5	2211	3945	25	19	94	is
5	1	46	1	2	6	2250	3945	68	19	96	less
5	1	46	1	2	7	2330	3945	62	19	96	this
2	1	47	0	0	0	1785	3970	1238	74	-1	
3	1	47	1	0	0	1785	3970	1235	74	-1	
4	1	47	1	1	0	1785	3970	624	24	-1	
5	1	47	1	1	1	1785	3975	80	19	95	year
5	1	47	1	1	2	1875	3970	79	19	96	than
5	1	47	1	1	3	1968	3970	60	19	96	last
5	1	47	1	1	4	2038	3975	85	19	95	year.
5	1	47	1	1	5	2137	3970	142	19	87	Choose
5	1	47	1	1	6	2291	3970	73	19	88	eBill
5	1	47	1	1	7	2376	3972	33	17	96	to
4	1	47	1	2	0	1785	3978	1238	45	-1	
5	1	47	1	2	1	1785	4000	128	14	96	access
5	1	47	1	2	2	1925	4000	80	19	94	your
5	1	47	1	2	3	2015	3995	63	19	95	last
5	1	47	1	2	4	2088	3995	45	19	95	24
5	1	47	1	2	5	2145	3995	73	19	96	bills:
5	1	47	1	2	6	2514	3978	150	45	23	234m,"
5	1	47	1	2	7	2858	3978	165	45	41	140m,
4	1	47	1	3	0	1785	4020	500	24	-1	
5	1	47	1	3	1	1785	4020	500	24	21	enbridgegas.comirebill
2	1	48	0	0	0	741	4072	2253	22	-1	
3	1	48	1	0	0	741	4072	2253	22	-1	
4	1	48	1	1	0	741	4072	2253	22	-1	
5	1	48	1	1	1	741	4080	11	5	86	+
5	1	48	1	1	2	764	4074	62	16	94	See
5	1	48	1	1	3	838	4078	78	16	94	page
5	1	48	1	1	4	926	4074	19	16	96	2
5	1	48	1	1	5	956	4074	42	16	96	for
5	1	48	1	1	6	1007	4074	99	16	93	details
5	1	48	1	1	7	1118	4080	10	5	65	-
5	1	48	1	1	8	2538	4072	114	18	93	2019
5	1	48	1	1	9	2880	4072	114	18	94	2020
2	1	49	0	0	0	599	4247	1678	120	-1	
3	1	49	1	0	0	358	4236	1919	131	-1	
4	1	49	1	1	0	599	4247	904	22	-1	
5	1	49	1	1	1	599	4247	91	22	59	My
5	1	49	1	1	2	708	4247	151	22	94	LAST
5	1	49	1	1	3	877	4247	68	22	94	13
5	1	49	1	1	4	963	4247	260	22	95	MONTHS
5	1	49	1	1	5	1241	4247	124	22	95	GAS
5	1	49	1	1	6	1383	4247	120	22	94	USE
4	1	49	1	2	0	599	4285	295	24	-1	
5	1	49	1	2	1	599	4285	120	24	61	(faxes
5	1	49	1	2	2	731	4285	163	24	63	inciticdled)
4	1	49	1	3	0	2110	4349	167	18	-1	
5	1	49	1	3	1	2110	4349	167	18	84	$2,322.91
2	1	50	0	0	0	1758	4380	503	111	-1	
3	1	50	1	0	0	1758	4380	503	111	-1	
4	1	50	1	1	0	1758	4380	503	111	-1	
5	1	50	1	1	1	1758	4476	163	15	95	 
5	1	50	1	1	2	2133	4380	128	96	95	  
2	1	51	0	0	0	1733	4449	172	18	-1	
3	1	51	1	0	0	1733	4449	172	18	-1	
4	1	51	1	1	0	1733	4449	172	18	-1	
5	1	51	1	1	1	1733	4449	172	18	95	$1,565.18
2	1	52	0	0	0	1921	4461	550	28	-1	
3	1	52	1	0	0	1921	4461	550	28	-1	
4	1	52	1	1	0	1921	4461	550	28	-1	
5	1	52	1	1	1	1921	4461	173	20	92	$1,454.90
5	1	52	1	1	2	2298	4469	173	20	80	$1,402.42
2	1	53	0	0	0	1556	4476	1454	186	-1	
3	1	53	1	0	0	1556	4476	1454	186	-1	
4	1	53	1	1	0	1758	4476	692	57	-1	
5	1	53	1	1	1	1758	4476	692	57	95	   
4	1	53	1	2	0	1556	4533	1137	37	-1	
5	1	53	1	2	1	1556	4533	1137	37	95	 
4	1	53	1	3	0	1556	4570	1267	55	-1	
5	1	53	1	3	1	1556	4570	1267	55	95	 
4	1	53	1	4	0	1571	4625	1439	37	-1	
5	1	53	1	4	1	1571	4625	1439	37	95	 
2	1	54	0	0	0	2693	4542	132	19	-1	
3	1	54	1	0	0	2693	4542	132	19	-1	
4	1	54	1	1	0	2693	4542	132	19	-1	
5	1	54	1	1	1	2693	4542	132	19	95	$856.81
2	1	55	0	0	0	591	4662	2456	32	-1	
3	1	55	1	0	0	591	4662	2456	32	-1	
4	1	55	1	1	0	591	4662	2456	32	-1	
5	1	55	1	1	1	591	4662	2456	32	95	   
2	1	56	0	0	0	622	4634	879	30	-1	
3	1	56	1	0	0	622	4634	879	30	-1	
4	1	56	1	1	0	622	4634	879	30	-1	
5	1	56	1	1	1	622	4634	138	19	28	$149.10
5	1	56	1	1	2	819	4644	118	20	24	$79.26
5	1	56	1	1	3	1009	4643	115	18	96	$80.23
5	1	56	1	1	4	1196	4642	117	19	95	$80.23
5	1	56	1	1	5	1385	4643	116	18	92	$80.23
2	1	57	0	0	0	591	4662	228	12	-1	
3	1	57	1	0	0	591	4662	228	12	-1	
4	1	57	1	1	0	591	4662	228	12	-1	
5	1	57	1	1	1	591	4662	228	12	95	 
2	1	58	0	0	0	646	4700	2350	18	-1	
3	1	58	1	0	0	646	4700	2350	18	-1	
4	1	58	1	1	0	646	4700	2350	18	-1	
5	1	58	1	1	1	646	4700	50	14	79	Jun
5	1	58	1	1	2	711	4700	30	14	79	19
5	1	58	1	1	3	836	4700	84	14	68	Jul13
5	1	58	1	1	4	1015	4700	56	18	94	Aug
5	1	58	1	1	5	1085	4700	33	14	94	19
5	1	58	1	1	6	1210	4700	52	17	94	Sep
5	1	58	1	1	7	1277	4700	30	14	78	19
5	1	58	1	1	8	1398	4700	49	14	43	Oct
5	1	58	1	1	9	1460	4700	31	14	43	193
5	1	58	1	1	10	1583	4700	54	14	93	Nov
5	1	58	1	1	11	1649	4700	31	14	93	19
5	1	58	1	1	12	1772	4700	56	14	0	Dec
5	1	58	1	1	13	1841	4700	31	14	0	193
5	1	58	1	1	14	1964	4700	48	14	93	Jan
5	1	58	1	1	15	2024	4700	33	14	93	20
5	1	58	1	1	16	2149	4700	52	14	95	Feb
5	1	58	1	1	17	2211	4700	35	14	95	20
5	1	58	1	1	18	2333	4700	55	14	96	Mar
5	1	58	1	1	19	2399	4700	35	14	96	20
5	1	58	1	1	20	2524	4700	50	17	94	Apr
5	1	58	1	1	21	2584	4700	35	14	94	20
5	1	58	1	1	22	2711	4700	56	17	96	May
5	1	58	1	1	23	2778	4700	32	14	95	20
5	1	58	1	1	24	2903	4700	47	14	94	Jun
5	1	58	1	1	25	2962	4700	34	14	94	20
2	1	59	0	0	0	309	4785	2956	46	-1	
3	1	59	1	0	0	309	4785	2956	46	-1	
4	1	59	1	1	0	309	4785	556	15	-1	
5	1	59	1	1	1	309	4785	10	5	87	*
5	1	59	1	1	2	333	4785	52	12	96	HST
5	1	59	1	1	3	393	4785	132	15	96	Registration
5	1	59	1	1	4	535	4785	95	12	96	Number:
5	1	59	1	1	5	643	4785	125	12	92	105205140
5	1	59	1	1	6	778	4785	87	12	88	RTOOO1
4	1	59	1	2	0	331	4816	2934	15	-1	
5	1	59	1	2	1	331	4816	102	15	57	Enbridge
5	1	59	1	2	2	440	4816	48	11	95	Gas
5	1	59	1	2	3	496	4816	91	15	96	charges
5	1	59	1	2	4	593	4819	37	8	95	are
5	1	59	1	2	5	636	4817	21	10	96	to
5	1	59	1	2	6	665	4816	27	11	96	be
5	1	59	1	2	7	700	4816	45	15	95	paid
5	1	59	1	2	8	755	4816	27	15	96	by
5	1	59	1	2	9	789	4816	34	11	96	the
5	1	59	1	2	10	832	4816	45	11	95	Due
5	1	59	1	2	11	885	4816	60	14	94	Date,
5	1	59	1	2	12	953	4816	64	11	96	which
5	1	59	1	2	13	1025	4816	17	11	96	is
5	1	59	1	2	14	1050	4816	124	11	85	considered
5	1	59	1	2	15	1182	4817	20	10	96	to
5	1	59	1	2	16	1210	4816	27	11	95	be
5	1	59	1	2	17	1244	4817	74	14	95	twenty
5	1	59	1	2	18	1326	4816	53	15	96	days
5	1	59	1	2	19	1386	4816	51	11	95	after
5	1	59	1	2	20	1443	4816	35	11	96	the
5	1	59	1	2	21	1486	4816	29	11	96	Bill
5	1	59	1	2	22	1525	4816	58	12	59	Date,
5	1	59	1	2	23	1591	4819	23	8	89	or
5	1	59	1	2	24	1620	4816	64	11	96	within
5	1	59	1	2	25	1692	4816	54	11	96	such
5	1	59	1	2	26	1752	4816	60	11	68	other
5	1	59	1	2	27	1818	4817	47	10	81	time
5	1	59	1	2	28	1873	4816	69	15	85	period
5	1	59	1	2	29	1950	4819	27	8	95	as
5	1	59	1	2	30	1983	4817	35	10	96	set
5	1	59	1	2	31	2024	4817	35	10	95	out
5	1	59	1	2	32	2067	4819	17	8	95	in
5	1	59	1	2	33	2092	4816	35	11	96	the
5	1	59	1	2	34	2133	4816	85	11	94	Service
5	1	59	1	2	35	2225	4816	102	11	95	Contract.
5	1	59	1	2	36	2333	4816	18	11	93	A
5	1	59	1	2	37	2357	4816	39	11	93	late
5	1	59	1	2	38	2405	4817	99	14	96	payment
5	1	59	1	2	39	2510	4816	78	15	96	charge
5	1	59	1	2	40	2594	4816	33	11	96	will
5	1	59	1	2	41	2635	4816	29	11	96	be
5	1	59	1	2	42	2670	4816	81	15	95	applied
5	1	59	1	2	43	2759	4819	29	8	94	on
5	1	59	1	2	44	2796	4819	41	12	95	any
5	1	59	1	2	45	2843	4817	87	10	92	amount
5	1	59	1	2	46	2938	4817	33	10	87	not
5	1	59	1	2	47	2979	4816	95	11	95	received
5	1	59	1	2	48	3082	4816	27	15	95	by
5	1	59	1	2	49	3115	4816	35	11	95	the
5	1	59	1	2	50	3158	4816	47	11	96	Due
5	1	59	1	2	51	3214	4816	51	11	89	Date
2	1	60	0	0	0	331	4832	2875	31	-1	
3	1	60	1	0	0	331	4832	2875	31	-1	
4	1	60	1	1	0	331	4832	2875	15	-1	
5	1	60	1	1	1	331	4832	64	11	92	which
5	1	60	1	1	2	403	4832	17	11	96	is
5	1	60	1	1	3	428	4832	33	11	96	the
5	1	60	1	1	4	469	4832	101	11	96	twentieth
5	1	60	1	1	5	578	4832	65	15	85	(20th)
5	1	60	1	1	6	650	4832	42	15	96	day
5	1	60	1	1	7	698	4832	97	15	96	following
5	1	60	1	1	8	803	4832	35	11	96	the
5	1	60	1	1	9	846	4832	31	11	96	Bill
5	1	60	1	1	10	885	4832	54	11	75	Date.
5	1	60	1	1	11	953	4832	83	11	95	Interest
5	1	60	1	1	12	1042	4832	33	11	95	will
5	1	60	1	1	13	1083	4832	29	11	96	be
5	1	60	1	1	14	1118	4832	93	15	94	charged
5	1	60	1	1	15	1219	4833	20	10	95	at
5	1	60	1	1	16	1246	4832	35	11	96	the
5	1	60	1	1	17	1289	4833	41	10	96	rate
5	1	60	1	1	18	1338	4832	23	11	96	of
5	1	60	1	1	19	1367	4832	70	11	83	1.56%
5	1	60	1	1	20	1447	4835	35	12	96	per
5	1	60	1	1	21	1490	4832	71	11	96	month
5	1	60	1	1	22	1569	4832	99	15	96	(effective
5	1	60	1	1	23	1676	4832	76	11	95	annual
5	1	60	1	1	24	1760	4833	42	10	96	rate
5	1	60	1	1	25	1812	4832	84	11	95	19.56%
5	1	60	1	1	26	1904	4835	37	10	95	per
5	1	60	1	1	27	1948	4835	78	8	95	annum
5	1	60	1	1	28	2034	4835	25	8	88	or
5	1	60	1	1	29	2065	4832	115	11	81	0.04896%
5	1	60	1	1	30	2188	4832	149	15	93	compounded
5	1	60	1	1	31	2345	4832	52	15	95	daily
5	1	60	1	1	32	2405	4832	49	15	86	rate)
5	1	60	1	1	33	2462	4832	44	11	64	until
5	1	60	1	1	34	2514	4832	76	15	84	receipt
5	1	60	1	1	35	2590	4822	19	31	95	of
5	1	60	1	1	36	2615	4832	31	11	95	all
5	1	60	1	1	37	2652	4822	24	31	96	of
5	1	60	1	1	38	2677	4822	39	31	96	the
5	1	60	1	1	39	2724	4832	76	13	95	unpaid
5	1	60	1	1	40	2808	4832	101	15	85	Enbridge
5	1	60	1	1	41	2917	4832	48	11	96	Gas
5	1	60	1	1	42	2971	4832	97	15	95	charges,
5	1	60	1	1	43	3078	4832	97	15	93	including
5	1	60	1	1	44	3183	4832	23	11	95	all
4	1	60	1	2	0	331	4848	429	15	-1	
5	1	60	1	2	1	331	4848	114	15	96	applicable
5	1	60	1	2	2	451	4848	76	11	95	federal
5	1	60	1	2	3	535	4848	42	11	96	and
5	1	60	1	2	4	587	4848	103	15	94	provincial
5	1	60	1	2	5	698	4849	62	10	92	taxes.
2	1	61	0	0	0	309	4879	249	44	-1	
3	1	61	1	0	0	309	4879	249	44	-1	
4	1	61	1	1	0	309	4879	127	12	-1	
5	1	61	1	1	1	309	4879	39	12	38	-EBE
5	1	61	1	1	2	362	4879	74	12	0	aoe
4	1	61	1	2	0	309	4911	249	12	-1	
5	1	61	1	2	1	309	4918	8	1	70	-
5	1	61	1	2	2	331	4911	50	12	95	PEF
5	1	61	1	2	3	389	4911	68	12	78	Value:
5	1	61	1	2	4	467	4911	91	12	68	1.060570
